url,Response_time_ms,Load_time_ms,DOM_Content_Loaded_Time_ms,First_byte_TTFB_ms,Total_links,No_of_requests,Byte_in_bytes,Page_size_MB,Largest_contentful_paint_LCP_ms,Cumulative_Layout_Shift_CLS,First_Contentful_Paint_FCP_ms,Time_to_interactive_TTI_ms,Speed_Index_ms,Interaction_to_Next_Paint_INP_ms,Design_optimization_score,JavaScript_Execution_Time_ms,Main_Thread_Work_CPU_ms,CSS_Blocking_Time_ms,Broken_link_count,Start_render_time_ms,Document_complete_time_ms,composite_score,label
https://wfp.org,54.0,3962.0,1265,21,279,83,9017785,8.589,4573.7105,0.009520892652,3739.4725,30931.88215,5427.784542,3400.1354375,42.0,19396.604,10964.5,1441,97.0,3739.4725,3962,0.06933203626844983,Average
https://sentara.com,313.0,1305.0,1267,260,145,41,982850,0.933,22018.958,0.8483643785,3082.4925,22578.4868,6345.511595,3390.6082465277777,15.0,5969.98,1323.0,968,7.0,3082.4925,1305,0.07571290997853292,Average
https://gpabr.com,72.0,1769.0,1267,59,96,19,145980,0.137,10118.94382,0.1009418965,3918.2319,10257.72188,4774.514788,3381.0810555555554,37.0,5222.344,1303.055925,150,9.0,3918.2319,1769,0.05806393090090441,Average
https://leeds.ac.uk,527.0,1567.0,1565,430,100,15,452044,0.429,6630.47004,0.3922007898,4464.54391,6663.060634,4464.54391,3371.553864583333,47.0,2724.828,104.0,890,80.0,4464.54391,1567,0.055377630027336755,Average
https://amc.nl,248.0,1790.0,1570,95,67,31,1093792,1.037,5548.922,0.005206782962,5548.922,11116.7018,5548.922,3362.026673611111,46.0,2916.02,849.5,2827,0.0,5548.922,1790,0.06901732143176571,Average
https://edfenergy.com,471.0,1915.0,1118,431,86,51,691758,0.651,4667.47,0.1989669188,2544.108,13338.4492,5459.914772,3352.4994826388893,37.0,7880.004,2687.473,580,1.0,2544.108,1915,0.052172042637098535,Average
https://fincastorrenueva.com,249.0,1648.0,1483,159,79,66,53171,0.037,5093.76174,0.01520150549,3946.67224,5093.76174,3946.67224,3342.972291666667,58.0,4743.448,541.531,1244,62.0,3946.67224,1648,0.047955241405310114,Average
https://ku.dk,129.0,1864.0,1187,3,170,27,725107,0.686,6770.162,8.42e-05,4648.662,6782.212,4705.207946,3333.4451006944446,54.0,2997.424,442.132344,2316,5.0,4648.662,1864,0.05779034965987978,Average
https://dunkindonuts.com,82.0,8609.0,8583,76,118,145,7181771,6.824,26172.4735,0.008771217532,9986.221,39265.0837,19879.43576,3323.9179097222222,25.0,24888.244,8666.0,2923,36.5,9986.221,8609,0.1953871192563881,Weak
https://uci.edu,261.0,283.0,282,65,0,1,820,0.0,29538.4825,0.0,5508.248,30644.3902,8551.679595,3314.39071875,46.0,4128.352,451.5,3267,68.0,5508.248,283,0.11000507345958661,Weak
https://rochester.edu,111.0,1683.0,393,23,86,55,4148033,3.948,19218.4485,0.0,6397.9787,19729.14125,7022.825932,3304.8635277777776,29.0,12347.548,3935.0,453,9.0,6397.9787,1683,0.09467349025846027,Average
https://bdo.com,185.0,5687.0,2158,148,520,146,10496243,9.979,34950.2725,0.05440510586,18049.9975,37591.5256,18049.9975,3295.336336805556,25.0,16273.808,5201.0,2801,3.0,18049.9975,5687,0.23670231536206532,Weak
https://pioneer.com,61.0,2447.0,1510,24,5,1,1462,0.001,14783.444,0.0,9161.3475,14783.444,9161.3475,3285.8091458333333,31.0,5849.776,1477.0,1754,0.0,9161.3475,2447,0.11553429329221779,Weak
https://walmartlabs.com,592.0,1427.0,973,566,248,68,428610,0.4,3064.6609,0.09230976752,2912.3536,13321.23439,5506.163198,3276.2819548611114,52.0,20923.256,7948.5594,835,47.0,2912.3536,1427,0.05353068937273274,Average
https://specsavers.com,25.0,531.0,377,23,1,6,61778,0.059,4890.5485,2.73e-05,3939.5595,8511.331,5202.039363,3266.754763888889,41.0,9699.056,3487.064,1288,23.5,3939.5595,531,0.056113769239268106,Average
https://pirelli.com,428.0,3832.0,1829,287,291,83,2120424,2.01,22990.445,7.95e-05,5387.634,23434.9214,8332.128272,3257.2275729166668,30.0,7690.488,2020.316,2029,0.0,5387.634,3832,0.09993773608892045,Weak
https://amtrak.com,67.0,16557.0,4425,61,158,250,19425640,18.511,21289.596,0.5772084172,5507.596,112936.5977,23335.68189,3247.7003819444444,4.0,98497.32,42838.191,1177,3.5,5507.596,16557,0.2281962738736541,Weak
https://fiu.edu,36.0,1767.0,915,8,210,57,5015076,4.774,23010.5744,0.0,8477.72255,23232.43774,14449.25269,3238.173190972222,28.0,8378.8,1820.5,2027,7.0,8477.72255,1767,0.1480936574704059,Weak
https://siemensgamesa.com,1.0,3228.646,3853,290,3853,3283,286,63.0,36.0,458975.0,0.432,6560.102,0.0002660937443,3228.646,9257.5774,6508.43875,1833.9787777777776,39,7381.048,1569.786,1000,0.005939655945924202,Good
https://alten.fr,1.0,5261.9992,405,24,405,125,20,1.0,6.0,63796.0,0.06,26146.76045,1.0,5261.9992,29656.3037,10373.40993,1847.4575555555557,2,21705.816,9182.9405,2278,0.01551727847018693,Good
https://bosch-india-software.com,3.0,11124.78856,3186,427,3186,3134,139,133.0,23.0,2068292.0,1.968,13877.66,0.0,11124.78856,14658.35956,11124.78856,1860.936333333333,31,7699.9,1304.39489,2908,0.01902395230072493,Good
https://toshiba.com,68.0,1961.403,262,38,262,227,35,0.0,2.0,26906.0,0.025,2981.5375,0.0,1961.403,6165.9323,3377.424023,1874.4151111111112,63,8645.708,2689.0,0,0.0014376124030799687,Good
https://givaudan.com,0.0,4304.8975,2771,251,2771,1753,26,503.0,131.0,5190463.0,4.938,9864.583,6.19e-05,4304.8975,16218.20682,8536.760287,1887.8938888888888,29,17809.176,4343.35725,626,0.03358394226195629,Good
https://diy.com,1.0,5038.7255,833,258,833,802,13,1.0,1.0,3457.0,0.003,7591.4135,0.0,5038.7255,18442.4305,6367.437522,1901.3726666666664,31,23643.78,5500.3005,0,0.004070741296468714,Good
https://uiowa.edu,11.0,15165.978,2976,146,2976,1366,59,83.0,120.0,4964563.0,4.714,30014.616,0.02928881783,15165.978,38458.7765,15165.978,1914.8514444444445,25,19193.028,4267.493,3212,0.04442169021891876,Good
https://covestro.com,0.0,4405.517,8507,5199,8507,7333,5101,355.0,96.0,1310550.0,1.24,11901.61577,5.81e-06,4405.517,16900.72774,10028.97663,1928.3302222222223,28,21348.124,7928.508,637,0.013783649986276236,Good
https://yandex.com,0.0,1620.253,2877,973,2877,1626,223,11.0,46.0,526898.0,0.539,6333.862,0.02846069972,1620.253,6341.362,4407.127204,1941.809,74,2020.316,109.5,0,0.006178219993404515,Good
https://gucci.com,3.0,3415.454,379,212,379,370,0,0.0,0.0,0.0,0.0,9742.75914,0.0,3415.454,30963.53312,13016.23196,1955.2877777777776,29,44687.332,19823.981,0,0.005339770117370986,Good
https://elliman.com,6.0,5332.057,6479,123,6479,712,50,87.0,102.0,19869936.0,18.924,13068.289,0.01518356935,5332.057,44337.4218,17962.86003,1968.766555555556,26,36190.1,14835.476,1334,0.11493374691370706,Weak
https://cathaypacific.com,3.0,6891.0565,296,260,296,293,0,0.0,0.0,0.0,0.0,24120.9545,0.02875945316,6891.0565,102274.3302,28943.5909,1982.2453333333333,25,129881.424,74561.7205,173,0.013950356122570336,Good
https://house.gov,1.0,2566.265,961,213,961,904,36,257.0,30.0,1020535.0,0.966,8198.6125,0.0,2566.265,8308.1551,6186.43044,1995.7241111111111,44,2937.988,1072.641,679,0.009956540480573546,Good
https://isagenix.com,0.0,7177.3245,568,27,568,391,21,1.0,8.0,73600.0,0.069,9051.5215,0.1783713561,7177.3245,23422.3094,12071.19107,2009.202888888889,18,23185.344,6639.0,4661,0.005329885769709275,Good
https://ttu.edu,8.0,4569.4915,3973,603,3973,1893,393,508.0,143.0,13238663.0,12.594,9574.716,0.0,4569.4915,41405.23505,27436.90898,2022.6816666666664,27,23529.488,3482.8305,2402,0.07697627728762671,Average
https://amsterdam.nl,20.0,2835.403,1272,54,1272,1000,34,28.0,5.0,63097.0,0.059,12962.403,0.0,2835.403,18137.053,5607.313782,2036.1604444444445,36,12200.544,3640.5,0,0.007612381910960145,Good
https://k-state.edu,8.0,4045.65925,1873,186,1873,1112,12,163.0,51.0,3243128.0,3.085,25889.598,0.0,4045.65925,26334.7543,9570.736811,2049.639222222222,28,12570.224,5793.0,1922,0.032592766056129416,Good
https://interno.gov.it,1.0,2486.06476,2243,197,2243,2024,100,173.0,80.0,4424725.0,4.198,3386.06476,0.2896404991,2486.06476,5837.06476,3373.96152,2063.118,68,4108.156,240.5,202,0.025530431290255395,Good
https://uofmhealth.org,0.0,6495.5205,505,30,505,202,28,1.0,6.0,61980.0,0.059,25076.2375,0.8974501313,6495.5205,26450.9844,10142.60358,2076.596777777778,2,28781.784,7425.2535,170,0.014865854257017901,Good
https://sanlam.co.za,16.0,5123.182,7351,319,7351,3087,15,346.0,144.0,2162481.0,2.045,10504.959,0.1482381531,5123.182,49492.9774,23484.3597,2090.075555555556,20,67398.152,22368.185,0,0.017587851533481212,Good
https://uconn.edu,85.0,14107.097,1412,179,1412,821,68,97.0,57.0,3889212.0,3.699,19725.3425,0.1288236266,14107.097,19906.26905,14107.097,2103.554333333333,22,13650.176,2288.2235,8804,0.03240229840513367,Good
https://se.com.sa,2.0,8344.301,16741,1876,16741,3919,308,218.0,2.0,0.0,0.0,32568.996,0.0003228343221,8344.301,76057.0645,17137.33347,2117.033111111112,25,48282.204,23284.192,1215,0.01901056899692565,Good
https://inova.org,14.0,6883.88098,1925,112,1925,898,28,103.0,74.0,1242412.0,1.173,11021.85238,0.01485688639,6883.88098,21144.53135,7747.639245,2130.511888888889,28,17451.96,6827.5,1773,0.01287477192780149,Good
https://nus.edu.sg,0.0,3766.94,6224,5344,6224,5595,4072,218.0,73.0,4263567.0,4.047,18110.91,1.410853374,3766.94,29806.59535,4759.469337,2143.9906666666666,18,4916.696,946.5805,2151,0.033477625614049995,Good
https://kk.dk,4.0,2357.36816,1389,321,1389,1271,112,43.0,27.0,869986.0,0.822,6019.36816,0.3538702213,2357.36816,6510.31816,4943.823084,2157.4694444444444,54,2407.964,87.0,184,0.00783663524231101,Good
